Category,Book_Title,ISBN_13,ISBN_10,Our_Price,Competitor_Prices,Lowest_Competitor_Price,Highest_Competitor_Price,Offer_Count,Price_Source,Price_Status
Nonfiction,Under the Banner of Heaven: A Story of Violent Faith,9781400078998,1400078997,Â£30.00,[],,,0,booksrun_internal_api,not_found
Young Adult,Two Boys Kissing,9780307975645,0307975649,Â£32.74,[],,,0,booksrun_internal_api,not_found
Default,Twilight (Twilight #1),9781665900980,1665900989,Â£41.93,[18.47],18.47,18.47,1,booksrun_internal_api,found
Womens Fiction,Twenties Girl,9780440338802,0440338808,Â£42.80,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",9780698198388,0698198387,Â£53.51,[],,,0,booksrun_internal_api,not_found
Fiction,Three-Martini Lunch,9780887349379,0887349374,Â£23.21,[],,,0,booksrun_internal_api,not_found
Psychology,"Thinking, Fast and Slow",9781429969352,1429969350,Â£21.14,[],,,0,booksrun_internal_api,not_found
Childrens,The Wild Robot,9780316382014,0316382019,Â£56.07,[],,,0,booksrun_internal_api,not_found
Sequential Art,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",9781632157959,1632157950,Â£14.41,[],,,0,booksrun_internal_api,not_found
Womens Fiction,The Undomestic Goddess,9780440335627,0440335620,Â£45.75,[],,,0,booksrun_internal_api,not_found
Thriller,The Travelers,9780984149605,0984149600,Â£15.77,[],,,0,booksrun_internal_api,not_found
Add a comment,The Tipping Point: How Little Things Can Make a Big Difference,9780316679077,0316679070,Â£10.02,[],,,0,booksrun_internal_api,not_found
Childrens,The Thing About Jellyfish,9780316380836,0316380830,Â£48.77,[],,,0,booksrun_internal_api,not_found
Horror,The Stand,9781848940833,1848940831,Â£57.86,[],,,0,booksrun_internal_api,not_found
Food and Drink,The Smitten Kitchen Cookbook,9781448161706,1448161703,Â£23.59,[],,,0,booksrun_internal_api,not_found
Mystery,The Silkworm (Cormoran Strike #2),9781405514972,1405514973,Â£23.05,[],,,0,booksrun_internal_api,not_found
Sequential Art,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",9781401236502,1401236502,Â£55.55,[],,,0,booksrun_internal_api,not_found
Fantasy,The Rose & the Dagger (The Wrath and the Dawn #2),9783386287944,3386287948,Â£58.64,[],,,0,booksrun_internal_api,not_found
Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),9780330513111,0330513117,Â£10.92,[],,,0,booksrun_internal_api,not_found
Add a comment,The Rest Is Noise: Listening to the Twentieth Century,9781429932882,1429932880,Â£34.77,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Red Tent,9780330507073,0330507079,Â£35.66,[],,,0,booksrun_internal_api,not_found
Add a comment,The Purpose Driven Life: What on Earth Am I Here for?,9780310255253,0310255252,Â£37.19,[],,,0,booksrun_internal_api,not_found
Romance,The Purest Hook (Second Circle Tattoos #3),9781466886698,1466886692,Â£12.25,[],,,0,booksrun_internal_api,not_found
Classics,The Picture of Dorian Gray,9780141439570,0141439572,Â£29.70,[10.82],10.82,10.82,1,booksrun_internal_api,found
Default,The Paris Wife,9781443681667,1443681660,Â£36.80,[],,,0,booksrun_internal_api,not_found
Romance,The Obsession,9781625670649,1625670648,Â£45.43,[],,,0,booksrun_internal_api,not_found
Fiction,The Nightingale,9781466850606,1466850604,Â£26.26,[],,,0,booksrun_internal_api,not_found
Young Adult,The New Guy (and Other Senior Year Distractions),9780316382762,0316382760,Â£44.92,[],,,0,booksrun_internal_api,not_found
Womens Fiction,The Nanny Diaries (Nanny #1),9781410400949,1410400948,Â£52.53,[],,,0,booksrun_internal_api,not_found
Default,The Maze Runner (The Maze Runner #1),9780375893773,0375893776,Â£20.93,[],,,0,booksrun_internal_api,not_found
Default,The Lover's Dictionary,9780007377985,0007377983,Â£58.09,[],,,0,booksrun_internal_api,not_found
Childrens,The Lonely Ones,9798225038908,nan,Â£43.59,[],,,0,booksrun_internal_api,not_found
Business,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,9780307887917,030788791X,Â£33.92,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Last Painting of Sara de Vos,9781925268638,1925268632,Â£55.55,[],,,0,booksrun_internal_api,not_found
Young Adult,"The Land of 10,000 Madonnas",9780385391597,0385391595,Â£29.64,[],,,0,booksrun_internal_api,not_found
Fiction,The Infinities,9780199593507,0199593507,Â£27.41,[],,,0,booksrun_internal_api,not_found
Fiction,The Husband's Secret,9780606371070,0606371079,Â£52.51,[],,,0,booksrun_internal_api,not_found
Add a comment,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),9780330513081,0330513087,Â£47.80,[],,,0,booksrun_internal_api,not_found
History,The Guns of August,9780307567628,0307567621,Â£14.54,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Guernsey Literary and Potato Peel Pie Society,9780440337973,0440337976,Â£49.53,[],,,0,booksrun_internal_api,not_found
Default,The Goldfinch,9780316248679,0316248673,Â£43.58,[],,,0,booksrun_internal_api,not_found
Default,The Giver (The Giver Quartet #1),9780544340978,0544340973,Â£12.30,[29.55],29.55,29.55,1,booksrun_internal_api,found
Horror,The Girl with All the Gifts,9780316278140,0316278149,Â£49.47,[],,,0,booksrun_internal_api,not_found
Default,The Girl Who Played with Fire (Millennium Trilogy #2),9781785863790,1785863797,Â£22.14,[],,,0,booksrun_internal_api,not_found
Add a comment,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),9781785863776,1785863770,Â£57.48,[],,,0,booksrun_internal_api,not_found
Mystery,The Exiled,9798992100327,nan,Â£43.45,[],,,0,booksrun_internal_api,not_found
Add a comment,"The End of Faith: Religion, Terror, and the Future of Reason",9780393327656,0393327655,Â£22.13,[18.65],18.65,18.65,1,booksrun_internal_api,found
Science,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",9780375708114,0375708111,Â£13.03,[],,,0,booksrun_internal_api,not_found
Science,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",9780316089081,0316089087,Â£57.35,[],,,0,booksrun_internal_api,not_found
Womens Fiction,The Devil Wears Prada (The Devil Wears Prada #1),9780385510912,0385510918,Â£44.29,[],,,0,booksrun_internal_api,not_found
Default,The Demon-Haunted World: Science as a Candle in the Dark,9780307801043,0307801047,Â£52.25,[],,,0,booksrun_internal_api,not_found
Childrens,The Day the Crayons Came Home (Crayons),9780698182387,0698182383,Â£26.33,[],,,0,booksrun_internal_api,not_found
Fiction,The Da Vinci Code (Robert Langdon #2),9786022911845,6022911842,Â£22.96,[],,,0,booksrun_internal_api,not_found
Mystery,The Cuckoo's Calling (Cormoran Strike #1),9781471250651,1471250652,Â£19.21,[],,,0,booksrun_internal_api,not_found
Add a comment,The Complete Poems,9780140186574,0140186573,Â£41.32,[],,,0,booksrun_internal_api,not_found
Add a comment,The Catcher in the Rye,9780241988794,0241988799,Â£24.55,[],,,0,booksrun_internal_api,not_found
Childrens,The Cat in the Hat (Beginner Books B-1),9781476618951,147661895X,Â£16.26,[],,,0,booksrun_internal_api,not_found
Add a comment,The Case for Christ (Cases for Christianity),9780310296041,0310296048,Â£47.84,[],,,0,booksrun_internal_api,not_found
Sports and Games,The Book of Basketball: The NBA According to The Sports Guy,9780345513113,0345513118,Â£44.84,[],,,0,booksrun_internal_api,not_found
Add a comment,The Blind Side: Evolution of a Game,9781606865354,1606865358,Â£53.71,[],,,0,booksrun_internal_api,not_found
Default,The Autobiography of Malcolm X,9781101967805,1101967803,Â£23.43,[],,,0,booksrun_internal_api,not_found
Food and Drink,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",9780307885586,0307885585,Â£34.32,[],,,0,booksrun_internal_api,not_found
Fiction,The Art of Fielding,9780316192163,0316192163,Â£22.10,[],,,0,booksrun_internal_api,not_found
Science,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",9781448181476,144818147X,Â£25.83,[],,,0,booksrun_internal_api,not_found
Nonfiction,Stiff: The Curious Lives of Human Cadavers,9780241965016,0241965012,Â£36.74,[],,,0,booksrun_internal_api,not_found
Nonfiction,Spilled Milk: Based on a True Story,9781950390014,1950390012,Â£49.51,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Something Borrowed (Darcy & Rachel #1),9780099461463,0099461463,Â£48.96,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Something Blue (Darcy & Rachel #2),9780786278602,0786278609,Â£54.62,[],,,0,booksrun_internal_api,not_found
Fantasy,Soldier (Talon #3),9781460394182,1460394186,Â£24.72,[],,,0,booksrun_internal_api,not_found
Default,Shopaholic & Baby (Shopaholic #5),9780399588044,0399588043,Â£46.45,[],,,0,booksrun_internal_api,not_found
Add a comment,Seven Days in the Art World,9780393067224,039306722X,Â£52.33,[],,,0,booksrun_internal_api,not_found
Science,Seven Brief Lessons on Physics,9780399184437,0399184430,Â£30.60,[],,,0,booksrun_internal_api,not_found
Young Adult,Scarlet (The Lunar Chronicles #2),9780141971841,0141971843,Â£14.57,[],,,0,booksrun_internal_api,not_found
Add a comment,Sarah's Key,9781444727197,1444727192,Â£46.29,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Saga, Volume 3 (Saga (Collected Editions) #3)",9781506715896,1506715893,Â£21.57,[49.56],49.56,49.56,1,booksrun_internal_api,found
Autobiography,Running with Scissors,9780857893529,0857893521,Â£12.91,[],,,0,booksrun_internal_api,not_found
Add a comment,Rogue Lawyer (Rogue Lawyer #1),9780385539432,0385539436,Â£50.11,[31.4],31.4,31.4,1,booksrun_internal_api,found
Nonfiction,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",9780316338912,0316338915,Â£41.67,[],,,0,booksrun_internal_api,not_found
Business,Rework,9780307463746,0307463745,Â£44.88,[27.6],27.6,27.6,1,booksrun_internal_api,found
Childrens,Red: The True Story of Red Riding Hood,9780385755832,038575583X,Â£28.54,[],,,0,booksrun_internal_api,not_found
Science Fiction,Ready Player One,9780307887450,0307887456,Â£19.07,[],,,0,booksrun_internal_api,not_found
Default,Quiet: The Power of Introverts in a World That Can't Stop Talking,9780141970172,0141970170,Â£43.55,[],,,0,booksrun_internal_api,not_found
Sequential Art,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),9780515157772,0515157775,Â£43.63,[],,,0,booksrun_internal_api,not_found
Sequential Art,Persepolis: The Story of a Childhood (Persepolis #1-2),9781473547421,1473547423,Â£39.13,[],,,0,booksrun_internal_api,not_found
Default,Packing for Mars: The Curious Science of Life in the Void,9780393079104,0393079104,Â£56.68,[],,,0,booksrun_internal_api,not_found
Nonfiction,Outliers: The Story of Success,9780141903491,014190349X,Â£14.16,[],,,0,booksrun_internal_api,not_found
Sequential Art,Original Fake,9789464634716,9464634715,Â£31.45,[],,,0,booksrun_internal_api,not_found
Default,One for the Money (Stephanie Plum #1),9781982117948,198211794X,Â£32.87,[26.87],26.87,26.87,1,booksrun_internal_api,found
Nonfiction,Notes from a Small Island (Notes From a Small Island #1),9781409095750,1409095754,Â£40.17,[],,,0,booksrun_internal_api,not_found
Nonfiction,Night (The Night Trilogy #1),9780809073641,0809073641,Â£13.51,[21.26],21.26,21.26,1,booksrun_internal_api,found
Travel,Neither Here nor There: Travels in Europe,9781409095873,1409095878,Â£38.95,[],,,0,booksrun_internal_api,not_found
Humor,Naked,9780399531637,0399531637,Â£31.69,[],,,0,booksrun_internal_api,not_found
Default,Morning Star (Red Rising #3),9780345539854,0345539850,Â£29.40,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",9780316381857,0316381853,Â£57.83,[],,,0,booksrun_internal_api,not_found
Fantasy,Midnight Riot (Peter Grant/ Rivers of London - books #1),9780345524584,0345524586,Â£55.46,[],,,0,booksrun_internal_api,not_found
Autobiography,Me Talk Pretty One Day,9780316073653,0316073652,Â£57.60,[],,,0,booksrun_internal_api,not_found
Add a comment,Manuscript Found in Accra,9781460700297,1460700295,Â£34.98,[],,,0,booksrun_internal_api,not_found
Fiction,Lila (Gilead #3),9786063349065,6063349065,Â£12.47,[],,,0,booksrun_internal_api,not_found
Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",9780307496508,0307496503,Â£33.26,[],,,0,booksrun_internal_api,not_found
Autobiography,Life Without a Recipe,9780393249101,0393249107,Â£59.04,[],,,0,booksrun_internal_api,not_found
Default,Life After Life,9781473502826,1473502829,Â£26.13,[],,,0,booksrun_internal_api,not_found
Nonfiction,Letter to a Christian Nation,9780307266606,0307266605,Â£22.20,[],,,0,booksrun_internal_api,not_found
Nonfiction,Let's Pretend This Never Happened: A Mostly True Memoir,9781101573082,1101573082,Â£45.11,[],,,0,booksrun_internal_api,not_found
Default,"Lean In: Women, Work, and the Will to Lead",9780385349956,0385349955,Â£25.02,[],,,0,booksrun_internal_api,not_found
Humor,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",9780748114481,0748114483,Â£55.50,[],,,0,booksrun_internal_api,not_found
Young Adult,Lady Renegades (Rebel Belle #3),9780399256950,0399256954,Â£53.04,[],,,0,booksrun_internal_api,not_found
Nonfiction,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,9781101983546,110198354X,Â£42.38,[],,,0,booksrun_internal_api,not_found
Default,Is Everyone Hanging Out Without Me? (And Other Concerns),9781448177295,1448177294,Â£20.11,[],,,0,booksrun_internal_api,not_found
Fiction,Inferno (Robert Langdon #4),9781473525320,1473525322,Â£41.00,[],,,0,booksrun_internal_api,not_found
Nonfiction,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",9781446464502,1446464504,Â£28.85,[],,,0,booksrun_internal_api,not_found
Christian Fiction,If I Run (If I Run #1),9780226609607,022660960X,Â£49.97,[],,,0,booksrun_internal_api,not_found
Womens Fiction,I've Got Your Number,9780679644682,0679644687,Â£19.69,[],,,0,booksrun_internal_api,not_found
Nonfiction,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,9780297870937,0297870939,Â£28.88,[],,,0,booksrun_internal_api,not_found
Food and Drink,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,9780312676773,0312676778,Â£33.14,[],,,0,booksrun_internal_api,not_found
History,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",9780300220605,030022060X,Â£43.70,[],,,0,booksrun_internal_api,not_found
Horror,House of Leaves,9780375703768,0375703764,Â£54.89,[27.05],27.05,27.05,1,booksrun_internal_api,found
Childrens,Horrible Bear!,9780316271233,0316271233,Â£37.52,[],,,0,booksrun_internal_api,not_found
Humor,Holidays on Ice,9788852015335,8852015337,Â£51.07,[],,,0,booksrun_internal_api,not_found
Fantasy,Heir to the Sky,9780373211913,0373211910,Â£44.07,[],,,0,booksrun_internal_api,not_found
Childrens,Green Eggs and Ham (Beginner Books B-16),9780385371995,0385371993,Â£10.79,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Grayson, Vol 3: Nemesis (Grayson #3)",9781401269371,1401269370,Â£42.72,[],,,0,booksrun_internal_api,not_found
Nonfiction,Gratitude,9780195150100,0195150104,Â£26.66,[],,,0,booksrun_internal_api,not_found
Default,Gone Girl,9780297859406,0297859404,Â£37.60,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Girl in the Blue Coat,9781531198299,1531198295,Â£46.83,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Fruits Basket, Vol. 3 (Fruits Basket #3)",9781975358310,1975358317,Â£45.17,[],,,0,booksrun_internal_api,not_found
Add a comment,Fire Bound (Sea Haven/Sisters of the Heart #5),9780349410319,0349410313,Â£21.28,[],,,0,booksrun_internal_api,not_found
Adult Fiction,Fifty Shades Freed (Fifty Shades #3),9781911746522,1911746529,Â£15.36,[],,,0,booksrun_internal_api,not_found
Default,Fellside,9780316300308,0316300306,Â£38.62,[],,,0,booksrun_internal_api,not_found
Mystery,Extreme Prey (Lucas Davenport #26),9780698407107,0698407105,Â£25.40,[],,,0,booksrun_internal_api,not_found
Fantasy,Eragon (The Inheritance Cycle #1),9780375890369,037589036X,Â£43.87,[],,,0,booksrun_internal_api,not_found
Science Fiction,Dune (Dune #1),9781118550762,1118550765,Â£54.86,[],,,0,booksrun_internal_api,not_found
Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),9780194216852,0194216853,Â£51.48,[],,,0,booksrun_internal_api,not_found
Nonfiction,Disrupted: My Misadventure in the Start-Up Bubble,9781786491015,178649101X,Â£15.28,[],,,0,booksrun_internal_api,not_found
Default,Dead Wake: The Last Crossing of the Lusitania,9781448167838,1448167833,Â£39.24,[],,,0,booksrun_internal_api,not_found
Default,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",9780316251068,0316251062,Â£17.81,[],,,0,booksrun_internal_api,not_found
Fantasy,Darkfever (Fever #1),9780593975930,0593975936,Â£56.02,[18.56],18.56,18.56,1,booksrun_internal_api,found
Default,Dark Places,9781631992681,1631992686,Â£23.90,[11.34],11.34,11.34,1,booksrun_internal_api,found
Fiction,Crazy Rich Asians (Crazy Rich Asians #1),9780385536981,0385536984,Â£49.13,[],,,0,booksrun_internal_api,not_found
Childrens,Counting Thyme,9781536407044,1536407046,Â£10.62,[],,,0,booksrun_internal_api,not_found
Psychology,Civilization and Its Discontents,9780393059953,0393059952,Â£59.95,[39.55],39.55,39.55,1,booksrun_internal_api,found
Young Adult,Cinder (The Lunar Chronicles #1),9780141971742,0141971746,Â£26.09,[],,,0,booksrun_internal_api,not_found
Parenting,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,9780316337496,0316337498,Â£37.35,[],,,0,booksrun_internal_api,not_found
Mystery,Career of Evil (Cormoran Strike #3),9780751563603,0751563609,Â£24.72,[],,,0,booksrun_internal_api,not_found
Default,Breaking Dawn (Twilight #4),9781907411908,1907411909,Â£35.28,[],,,0,booksrun_internal_api,not_found
Nonfiction,Brave Enough,9781733745819,1733745815,Â£51.32,[],,,0,booksrun_internal_api,not_found
Young Adult,Boy Meets Boy,9780007405510,0007405510,Â£21.12,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",9780307271914,0307271919,Â£27.35,[],,,0,booksrun_internal_api,not_found
Nonfiction,Blink: The Power of Thinking Without Thinking,9780141930183,0141930187,Â£21.74,[],,,0,booksrun_internal_api,not_found
Nonfiction,Black Flags: The Rise of ISIS,9781473540675,1473540674,Â£40.87,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Black Butler, Vol. 1 (Black Butler #1)",9780316236973,0316236977,Â£49.31,[],,,0,booksrun_internal_api,not_found
Fiction,Big Little Lies,9780698138636,0698138635,Â£22.11,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Between Shades of Gray,9780141967677,0141967676,Â£20.79,[],,,0,booksrun_internal_api,not_found
Romance,Best of My Love (Fool's Gold #20),9780373789191,037378919X,Â£27.41,[],,,0,booksrun_internal_api,not_found
Classics,Beowulf,9781840226140,1840226145,Â£38.35,[],,,0,booksrun_internal_api,not_found
Default,Beautiful Creatures (Caster Chronicles #1),9780316071284,0316071285,Â£21.55,[],,,0,booksrun_internal_api,not_found
Sequential Art,Awkward,9780062429179,0062429175,Â£38.02,[],,,0,booksrun_internal_api,not_found
Fantasy,Ash,9780306477423,0306477424,Â£22.06,[],,,0,booksrun_internal_api,not_found
Childrens,Are We There Yet?,9781445178172,1445178176,Â£10.66,[],,,0,booksrun_internal_api,not_found
Nonfiction,Are We Smart Enough to Know How Smart Animals Are?,9780393246193,0393246191,Â£56.58,[],,,0,booksrun_internal_api,not_found
Young Adult,Annie on My Mind,9781504046619,1504046617,Â£36.83,[],,,0,booksrun_internal_api,not_found
Nonfiction,A Walk in the Woods: Rediscovering America on the Appalachian Trail,9781613839027,1613839022,Â£30.48,[],,,0,booksrun_internal_api,not_found
Default,A Visit from the Goon Squad,9780307593627,0307593622,Â£14.08,[],,,0,booksrun_internal_api,not_found
Fantasy,A Storm of Swords (A Song of Ice and Fire #3),9780007447756,0007447752,Â£31.22,[],,,0,booksrun_internal_api,not_found
Autobiography,A Heartbreaking Work of Staggering Genius,9781476737546,1476737541,Â£54.29,[],,,0,booksrun_internal_api,not_found
Psychology,8 Keys to Mental Health Through Exercise,9780393711233,0393711234,Â£31.04,[],,,0,booksrun_internal_api,not_found
Nonfiction,"The Suffragettes (Little Black Classics, #96)",9780241252123,0241252121,Â£11.89,[],,,0,booksrun_internal_api,not_found
Add a comment,The Sense of an Ending,9780307360823,0307360822,Â£31.38,[],,,0,booksrun_internal_api,not_found
Sequential Art,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",9786267436943,6267436942,Â£54.81,[],,,0,booksrun_internal_api,not_found
Fiction,The Course of Love,9780771027635,077102763X,Â£16.78,[],,,0,booksrun_internal_api,not_found
Sports and Games,Sugar Rush (Offensive Line #2),9780936663340,0936663340,Â£24.42,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Saga, Volume 2 (Saga (Collected Editions) #2)",9781506715896,1506715893,Â£11.75,[49.56],49.56,49.56,1,booksrun_internal_api,found
Philosophy,"Run, Spot, Run: The Ethics of Keeping Pets",9780226209920,022620992X,Â£20.02,[],,,0,booksrun_internal_api,not_found
Young Adult,New Moon (Twilight #2),9780748112524,0748112529,Â£12.86,[],,,0,booksrun_internal_api,not_found
Nonfiction,Kindle Paperwhite User's Guide,9781731402295,1731402295,Â£34.00,[16.13],16.13,16.13,1,booksrun_internal_api,found
Nonfiction,H is for Hawk,9780802191670,0802191673,Â£57.42,[],,,0,booksrun_internal_api,not_found
Young Adult,Girl Online On Tour (Girl Online #2),9781501100338,1501100335,Â£53.47,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Fruits Basket, Vol. 2 (Fruits Basket #2)",9780316360180,031636018X,Â£11.64,[20.4],20.4,20.4,1,booksrun_internal_api,found
Childrens,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),9780986444135,0986444138,Â£52.88,[],,,0,booksrun_internal_api,not_found
Historical Fiction,While You Were Mine,9781442433144,1442433140,Â£41.32,[],,,0,booksrun_internal_api,not_found
Romance,Where Lightning Strikes (Bleeding Stars #3),9781938404948,1938404947,Â£39.77,[],,,0,booksrun_internal_api,not_found
Fiction,When I'm Gone,9781476776095,1476776091,Â£51.96,[17.79],17.79,17.79,1,booksrun_internal_api,found
Art,Ways of Seeing,9780141917986,0141917989,Â£39.51,[],,,0,booksrun_internal_api,not_found
Paranormal,"Vampire Knight, Vol. 1 (Vampire Knight #1)",9781421544533,1421544539,Â£15.40,[],,,0,booksrun_internal_api,not_found
Fantasy,Vampire Girl (Vampire Girl #1),9781393873297,1393873294,Â£53.82,[],,,0,booksrun_internal_api,not_found
Nonfiction,Travels with Charley: In Search of America,9780141190662,0141190663,Â£57.82,[],,,0,booksrun_internal_api,not_found
Science Fiction,Three Wishes (River of Time: California #1),9781493420636,1493420631,Â£44.18,[],,,0,booksrun_internal_api,not_found
Romance,This One Moment (Pushing Limits #1),9781483409887,1483409880,Â£48.71,[31.04],31.04,31.04,1,booksrun_internal_api,found
Default,The Zombie Room,9781909716612,1909716618,Â£19.69,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Tumor,9782832525654,2832525652,Â£41.56,[],,,0,booksrun_internal_api,not_found
Classics,The Story of Hong Gildong,9780698406612,0698406613,Â£43.19,[],,,0,booksrun_internal_api,not_found
Fantasy,The Silent Twin (Detective Jennifer Knight #3),9781910751923,1910751928,Â£36.25,[],,,0,booksrun_internal_api,not_found
Science,The Selfish Gene,9780191093067,0191093068,Â£29.45,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Secret Healer,9788119517282,8119517288,Â£34.56,[],,,0,booksrun_internal_api,not_found
Sequential Art,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",9781401293949,1401293948,Â£54.12,[],,,0,booksrun_internal_api,not_found
Add a comment,The Republic,9781365362552,1365362558,Â£33.78,[35.22],35.22,35.22,1,booksrun_internal_api,found
Mystery,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),9780748110612,0748110615,Â£57.70,[],,,0,booksrun_internal_api,not_found
Philosophy,The Nicomachean Ethics,9780191607462,0191607460,Â£36.34,[],,,0,booksrun_internal_api,not_found
Default,The Name of the Wind (The Kingkiller Chronicle #1),9781101486405,1101486406,Â£50.59,[],,,0,booksrun_internal_api,not_found
Fantasy,The Mirror & the Maze (The Wrath and the Dawn #1.5),9781136687600,1136687602,Â£29.38,[],,,0,booksrun_internal_api,not_found
Classics,The Little Prince,9781853261589,1853261580,Â£45.42,[],,,0,booksrun_internal_api,not_found
Add a comment,The Light of the Fireflies,9781503933545,1503933547,Â£54.43,[],,,0,booksrun_internal_api,not_found
Science Fiction,The Last Girl (The Dominion Trilogy #1),9781503952089,1503952088,Â£36.26,[],,,0,booksrun_internal_api,not_found
Add a comment,The Iliad,9781849668897,1849668892,Â£16.16,[34.62],34.62,34.62,1,booksrun_internal_api,found
New Adult,The Hook Up (Game On #1),9781640631717,1640631712,Â£36.29,[],,,0,booksrun_internal_api,not_found
Young Adult,The Haters,9781613129487,1613129483,Â£27.89,[],,,0,booksrun_internal_api,not_found
Mystery,The Girl You Lost,9781910751718,1910751715,Â£12.29,[16.34],16.34,16.34,1,booksrun_internal_api,found
Mystery,The Girl In The Ice (DCI Erika Foster #1),9780751570656,0751570656,Â£15.85,[],,,0,booksrun_internal_api,not_found
Nonfiction,The End of the Jesus Era (An Investigation #1),9781848972704,1848972709,Â£14.40,[],,,0,booksrun_internal_api,not_found
Womens Fiction,The Edge of Reason (Bridget Jones #2),9781529013672,1529013674,Â£19.18,[],,,0,booksrun_internal_api,not_found
Sequential Art,The Complete Maus (Maus #1-2),9780679406419,0679406417,Â£10.64,[34.61],34.61,34.61,1,booksrun_internal_api,found
Add a comment,The Communist Manifesto,9780671678814,0671678817,Â£14.76,[11.79],11.79,11.79,1,booksrun_internal_api,found
Religion,The Bhagavad Gita,9781400851973,1400851971,Â£57.49,[],,,0,booksrun_internal_api,not_found
Fiction,The Bette Davis Club,9781503951075,1503951073,Â£30.66,[],,,0,booksrun_internal_api,not_found
Young Adult,The Art of Not Breathing,9781474919265,147491926X,Â£40.83,[],,,0,booksrun_internal_api,not_found
Default,Taking Shots (Assassins #1),9781105568770,1105568776,Â£18.88,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Starlark,9788197223914,8197223912,Â£25.83,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Skip Beat!, Vol. 01 (Skip Beat! #1)",9781421574486,1421574489,Â£42.12,[],,,0,booksrun_internal_api,not_found
Default,Shatter Me (Shatter Me #1),9780063228320,0063228327,Â£42.40,[],,,0,booksrun_internal_api,not_found
Fantasy,Shadow Rites (Jane Yellowrock #10),9781101636251,1101636254,Â£21.72,[],,,0,booksrun_internal_api,not_found
Sports and Games,Settling the Score (The Summer Games #1),9781530771622,1530771625,Â£44.91,[18.98],18.98,18.98,1,booksrun_internal_api,found
Sequential Art,"Saga, Volume 1 (Saga (Collected Editions) #1)",9781506715896,1506715893,Â£28.48,[49.56],49.56,49.56,1,booksrun_internal_api,found
Romance,"Rhythm, Chord & Malykhin",9781609747831,1609747836,Â£28.34,[],,,0,booksrun_internal_api,not_found
Default,Paradise Lost (Paradise #1),9780872206724,0872206726,Â£24.96,[21.47],21.47,21.47,1,booksrun_internal_api,found
